example,sample_id,time_s,reference,prescribed_temperature_C,capacity_matched_deepsets_seed42,gnn_seed42,capacity_matched_deepsets_min,gnn_min,capacity_matched_deepsets_max,gnn_max
3,b005_0621,1680.0,0.5763639211654663,474.631591796875,0.6040105223655701,0.61080402135849,0.5958482623100281,0.5820940732955933,0.6040105223655701,0.61080402135849
3,b005_0621,1740.0,0.5763639211654663,442.15789794921875,0.6100668907165527,0.6214492321014404,0.6040432453155518,0.5882738828659058,0.6100668907165527,0.6214492321014404
3,b005_0621,1800.0,0.5763639211654663,409.6842041015625,0.616685152053833,0.6234184503555298,0.6098073720932007,0.5946203470230103,0.6253902316093445,0.632926881313324
3,b005_0621,1860.0,0.5763639211654663,377.2105407714844,0.6196882724761963,0.6264371275901794,0.6133100390434265,0.6017767786979675,0.6432265639305115,0.6469379663467407
3,b005_0621,1920.0,0.5763639211654663,344.7368469238281,0.6091346144676208,0.6303473114967346,0.6091346144676208,0.6045323610305786,0.6625425219535828,0.662165641784668
3,b005_0621,1980.0,0.5763639211654663,312.26318359375,0.5948367714881897,0.6346631050109863,0.5948367714881897,0.601885974407196,0.6806218028068542,0.677743673324585
3,b005_0621,2040.0,0.5763639211654663,279.78948974609375,0.580930233001709,0.639615535736084,0.580930233001709,0.5970272421836853,0.6918002963066101,0.6918734312057495
3,b005_0621,2100.0,0.5763639211654663,247.3157958984375,0.5663824081420898,0.643597424030304,0.5663824081420898,0.5928907990455627,0.7056662440299988,0.7028423547744751
3,b005_0621,2160.0,0.5763639211654663,214.84213256835938,0.5553162693977356,0.642942488193512,0.5553162693977356,0.5896565914154053,0.7508693933486938,0.7113463878631592
3,b005_0621,2220.0,0.5763639211654663,182.36843872070312,0.5483346581459045,0.628780722618103,0.5483346581459045,0.5876779556274414,0.8244050145149231,0.7412452101707458
3,b005_0621,2280.0,0.5763639211654663,149.894775390625,0.5427910685539246,0.6601260304450989,0.5427910685539246,0.5887327194213867,0.9153112769126892,0.7819963693618774
3,b005_0621,2340.0,0.5763639211654663,117.42108154296875,0.5387510657310486,0.8440811038017273,0.5387510657310486,0.5907779335975647,0.9780031442642212,0.8789421319961548
3,b005_0621,2400.0,0.5763639211654663,84.9473876953125,0.5362415313720703,0.9575746655464172,0.5362415313720703,0.5851547122001648,0.9938556551933289,0.9644102454185486
3,b005_0621,2460.0,0.5763639211654663,52.47369384765625,0.5347703695297241,0.9835688471794128,0.5347703695297241,0.5875052213668823,0.996096670627594,0.9835688471794128
